epoch,train_loss,val_loss
175,0.29190658852458,0.2547053605318069
176,0.3073000907897949,0.2499933958053589
177,0.3016100086271763,0.25439885854721067
178,0.2995743051171303,0.2513475716114044
179,0.30111228227615355,0.25174259543418886
180,0.2998513072729111,0.25075699388980865
181,0.30028949975967406,0.25045745372772216
182,0.2987621627748013,0.25340570509433746
183,0.2854976296424866,0.24878075122833251
184,0.2998842552304268,0.2516454130411148
185,0.3069804385304451,0.2502627342939377
186,0.3008714273571968,0.25469066202640533
187,0.3112752869725227,0.25275498926639556
188,0.30008973777294157,0.2498837649822235
189,0.3186685390770435,0.2536844342947006
190,0.31186253726482394,0.24868905544281006
191,0.2965267300605774,0.24617865681648254
192,0.30905780345201495,0.25093124210834505
193,0.3009054742753506,0.2524272531270981
194,0.30450781136751176,0.2538860201835632
195,0.29452945590019225,0.25000427961349486
196,0.30088197737932204,0.2530744969844818
197,0.3090658068656921,0.25009765625
198,0.2979040428996086,0.2522574156522751
199,0.28468324691057206,0.2487279951572418
200,0.2891990773379803,0.24838053584098815
201,0.29334033876657484,0.2487493246793747
202,0.29711625576019285,0.24577441215515136
203,0.2858383610844612,0.25008048117160797
204,0.29460982605814934,0.2527572333812714
205,0.2953789457678795,0.24745388329029083
206,0.29220748618245124,0.24831238985061646
207,0.29980108290910723,0.2506993174552917
208,0.2974805682897568,0.25243493914604187
209,0.27891017496585846,0.24720344543457032
210,0.2940648108720779,0.24743276834487915
211,0.2996415436267853,0.24602656066417694
212,0.2890769198536873,0.2535823404788971
213,0.29627052545547483,0.2499957799911499
214,0.2942178674042225,0.2506522983312607
215,0.29539540261030195,0.2502246618270874
216,0.2872704565525055,0.24661360681056976
217,0.2753838263452053,0.2493208348751068
218,0.28780186027288435,0.24947398900985718
219,0.29003232419490815,0.24271163046360017
220,0.29628086686134336,0.24480129778385162
221,0.2754971146583557,0.24820341169834137
222,0.2887618184089661,0.2473535269498825
223,0.2842327393591404,0.2478708177804947
224,0.27766226753592493,0.24449281096458436
225,0.301543403416872,0.24808074533939362
226,0.28748703598976133,0.2439662843942642
227,0.30761600881814954,0.24811753630638123
228,0.28176245987415316,0.24758753478527068
229,0.3008044049143791,0.24813445806503295
230,0.2989253535866737,0.24605266153812408
231,0.28678798824548724,0.24576814472675323
232,0.292528373003006,0.24679405391216278
233,0.2945511043071747,0.24377260506153106
234,0.29964058101177216,0.24897635579109192
235,0.2927360191941261,0.248410165309906
236,0.29090791568160057,0.24780865311622619
237,0.29963493198156355,0.250582680106163
238,0.28926801681518555,0.24516210854053497
239,0.2835652381181717,0.24723792672157288
