baseline,classifier,evaluation,representation_fit,cv_strategy,n_samples,n_classes,n_factors,n_methylation_features_mean,n_rna_features_mean,methylation_source,random_state,accuracy_mean,accuracy_std,shuffled_accuracy_mean,Methylation_only_accuracy_mean,RNA_only_accuracy_mean,RNA_plus_methylation_accuracy_mean,f1_macro_mean,f1_macro_std,shuffled_f1_macro_mean,Methylation_only_f1_macro_mean,RNA_only_f1_macro_mean,RNA_plus_methylation_f1_macro_mean,f1_weighted_mean,f1_weighted_std,shuffled_f1_weighted_mean,Methylation_only_f1_weighted_mean,RNA_only_f1_weighted_mean,RNA_plus_methylation_f1_weighted_mean,precision_macro_mean,precision_macro_std,shuffled_precision_macro_mean,Methylation_only_precision_macro_mean,RNA_only_precision_macro_mean,RNA_plus_methylation_precision_macro_mean,recall_macro_mean,recall_macro_std,shuffled_recall_macro_mean,Methylation_only_recall_macro_mean,RNA_only_recall_macro_mean,RNA_plus_methylation_recall_macro_mean,auc_ovr_macro_mean,auc_ovr_macro_std,shuffled_auc_ovr_macro_mean,Methylation_only_auc_ovr_macro_mean,RNA_only_auc_ovr_macro_mean,RNA_plus_methylation_auc_ovr_macro_mean
MOFA+,XGBoost,strict train-fold MOFA + held-out projection,"MOFA fit separately inside each CV training fold; held-out samples not used for MOFA fitting, feature selection, or scaling",StratifiedKFold,800,6,30,5000.0,2000.0,raw_files_in_memory,42,0.97625,0.009999999999999964,0.18,0.99,0.9950000000000001,0.9950000000000001,0.9763370161853328,0.010026187528527694,0.18033776231534027,0.9900466453019172,0.9950362173965578,0.9950570153733306,0.9762825739743054,0.009970381100887694,0.18256470121472262,0.9900184177873552,0.9949986799179363,0.9950197378694188,0.9771226006858191,0.00976570186359414,0.18897103936243412,0.9904701088609134,0.9951499118165785,0.9953201970443348,0.976258309591643,0.010090637385860975,0.18097059348002223,0.99002849002849,0.9950142450142451,0.9950142450142451,0.9993436705468651,0.00037586002062333507,0.5119929118073994,0.9999341674976658,0.9999338824162075,0.9999712973593571
