project,case_id,rna_file_id,rna_file_name,meth_file_id,meth_file_name
TCGA-BRCA,0dc337fa-da8b-42c4-b9a7-fb76d81c161f,9c00a43c-1da0-4e3b-b7e2-54a48d29ecae,c2e73efe-8112-48fc-9dbd-29b4b5b89ad0.rna_seq.augmented_star_gene_counts.tsv,8c295f70-b9a1-4ddc-a77d-115fe53b3c56,88c8a133-1c35-4e23-88d3-042cbca01208.methylation_array.sesame.level3betas.txt
TCGA-BRCA,0dca98b0-f43e-45b6-9a02-00092c78678c,427a04c9-9b48-49de-8a47-2adc4e1dd32a,fead73ce-2e66-4647-8b6c-b8bbdaaf30fe.rna_seq.augmented_star_gene_counts.tsv,79671f96-73f7-4bff-a82c-8fbc561b818e,724225ae-a13f-480f-ba07-fa4e63ba4562.methylation_array.sesame.level3betas.txt
TCGA-BRCA,0dd8dbc1-c48b-4e7c-b401-57101f724967,9b5b1b38-58b8-47c9-badf-086676e44c1a,4541a5e4-240b-466d-bbc4-3904581490f3.rna_seq.augmented_star_gene_counts.tsv,9ea250cd-a62b-4ede-a159-2853e47d1a23,3e4eb595-9c45-4f67-8c00-8fdcf9090e1c.methylation_array.sesame.level3betas.txt
TCGA-BRCA,0e1d0d46-7a7b-4538-95dd-b9fc20a15aec,57a43ef5-102a-4cd9-833d-00a2daf4e56a,ac175796-57dc-4de1-b6a2-eb71416e4c47.rna_seq.augmented_star_gene_counts.tsv,1ddfbde6-c044-4d3b-9bde-335705307a19,d43ed399-49e1-461d-a38c-42e02f2545ce.methylation_array.sesame.level3betas.txt
TCGA-BRCA,0ec70e40-07df-461d-8ff9-351240a0d454,89fa8a0c-e046-4fbf-97c5-4ed5cc4e5e4c,68a74e5b-649e-4568-8616-d2292a4eca19.rna_seq.augmented_star_gene_counts.tsv,ce977f9f-fec7-42fe-8edb-6c821638a454,135521a3-a8cd-4d7c-b3f5-83b8f53d88b9.methylation_array.sesame.level3betas.txt
TCGA-BRCA,0ed9ad26-7fdc-4d75-93f9-d029eee94993,76367cee-b571-49e5-8121-9e69f906c230,370e6381-c31a-475b-b2c7-2c5de9e2c8ec.rna_seq.augmented_star_gene_counts.tsv,611405de-da55-43f9-a3b7-ef94042c2c40,cf7a9cd7-4ede-4bdc-bcbf-f0c30e6d816a.methylation_array.sesame.level3betas.txt
TCGA-BRCA,0f64edec-0f1f-4025-8a53-75f9534f7828,81138059-5789-4ea7-84e9-1490aa53a283,35ded490-54db-46b8-bc62-a5a9314cf0b2.rna_seq.augmented_star_gene_counts.tsv,883fd587-9d62-480e-8ec5-3149fb0ddad9,6f05aa7f-8f44-41a2-a789-39266fbd5fb0.methylation_array.sesame.level3betas.txt
TCGA-BRCA,0fe1419e-a005-407c-8ae7-15c4c1579539,b9220098-f6f9-4732-8e94-3c9eeb4b8479,c84dbd50-ff69-4824-afe5-1eaec5780d27.rna_seq.augmented_star_gene_counts.tsv,0db1d15d-4b89-459c-b985-40faef90f843,d28fcbf7-96d8-491a-ad39-880890682e05.methylation_array.sesame.level3betas.txt
TCGA-BRCA,1026e0bf-5640-4fa5-b65f-4f11e8e76b18,7dace9fc-28bd-44fb-9e97-6319eb30bb05,0c13d041-ca8d-48cc-ba02-3b7889e5367c.rna_seq.augmented_star_gene_counts.tsv,4410aed4-488f-4896-aa3a-cdc5d7023a6d,41321e81-2d74-43df-92b4-719a8b49d1c3.methylation_array.sesame.level3betas.txt
TCGA-BRCA,10c829ec-fd66-49c4-8afe-ad3ae567372c,2455f280-a23c-48ec-b4c1-698b56f72a45,5383a729-554e-4d3e-ba62-449f45b7567d.rna_seq.augmented_star_gene_counts.tsv,95805108-b44a-46da-ae48-e6ba2698bc5d,a7661078-0187-48ae-9ecc-0bd522da1cb3.methylation_array.sesame.level3betas.txt
